experiment,order,top-variants,set-up,fitness,precision,f-measure,time,ext_cardoso
55,MAX,15,UFL UFR D,0.8837839118261914,0.4555517001418982,0.5721634765052729,18.9375,"[12, 12, 6, 9, 8, 16, 10, 14, 6, 6, 22, 22, 22, 10, 8, 10, 9, 9]"
56,MAX,15,UFL UFR S,0.9204674792597644,0.6874672661696883,0.7753061844610618,18.109375,[12]
57,MIN,5,NFL NFR D,0.9365186607374107,0.2958974890705031,0.4459598228318318,17.5,"[8, 9, 9, 15, 8, 9, 8, 9, 8, 11, 8]"
58,MIN,5,NFL NFR S,0.909289232349894,0.3361115151188681,0.488499966980758,16.234375,[8]
59,MIN,5,NFL UFR D,0.9365186607374107,0.2958974890705031,0.4459598228318318,17.484375,"[8, 13, 13, 13, 5, 10, 5, 13, 8, 8, 8]"
60,MIN,5,NFL UFR S,0.909289232349894,0.3361115151188681,0.488499966980758,16.390625,[8]
61,MIN,5,UFL NFR D,0.8619726151435712,0.6636500978596567,0.7282974047600598,17.0625,"[8, 6, 8, 12, 8, 7, 8, 12, 8, 12, 12]"
62,MIN,5,UFL NFR S,0.9070539475502712,0.7963643790849674,0.8313259501922006,15.609375,[8]
63,MIN,5,UFL UFR D,0.8648899702576743,0.6655666433239963,0.7319550747511887,14.375,"[6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5]"
64,MIN,5,UFL UFR S,0.9162391046312464,0.7963643790849674,0.8343934243520369,14.515625,[6]
65,MIN,10,NFL NFR D,0.9921240034475328,0.1712060449179671,0.291212288519208,27.078125,"[17, 32, 17, 16, 13, 19, 21, 30, 16, 13, 13, 9, 24, 22]"
66,MIN,10,NFL NFR S,0.994000754147813,0.1416240246098439,0.2479051648334065,28.53125,[17]
67,MIN,10,NFL UFR D,0.9921240034475328,0.1712060449179671,0.291212288519208,26.6875,"[13, 13, 13, 16, 20, 19, 17, 16, 15, 21, 13, 9, 18, 18]"
68,MIN,10,NFL UFR S,0.994000754147813,0.1416240246098439,0.2479051648334065,28.515625,[13]
69,MIN,10,UFL NFR D,0.917667297639724,0.4801303669240976,0.5948965823874768,16.84375,"[6, 5, 5, 8, 6, 8, 8, 13, 13, 6, 7, 7, 7, 8]"
70,MIN,10,UFL NFR S,0.9070539475502712,0.7963643790849674,0.8313259501922006,14.71875,[6]
71,MIN,10,UFL UFR D,0.9162391046312464,0.7963643790849674,0.8343934243520369,15.328125,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
72,MIN,10,UFL UFR S,0.9162391046312464,0.7963643790849674,0.8343934243520369,14.78125,[6]
73,MIN,15,NFL NFR D,0.9964549291939,0.1408647437989476,0.2466841909311813,36.078125,"[27, 51, 51, 36, 17, 40, 28, 6, 6, 36, 19, 32, 43, 31, 43, 25, 22, 18, 18, 9]"
74,MIN,15,NFL NFR S,0.994000754147813,0.1416240246098439,0.2479051648334065,35.078125,[27]
75,MIN,15,NFL UFR D,0.9964549291939,0.1408647437989476,0.2466841909311813,37.875,"[27, 33, 30, 50, 46, 38, 28, 13, 10, 25, 26, 21, 27, 27, 27, 28, 28, 25, 26, 16]"
76,MIN,15,NFL UFR S,0.994000754147813,0.1416240246098439,0.2479051648334065,34.921875,[27]
77,MIN,15,UFL NFR D,0.910907858141314,0.5730086646332548,0.6615025731699937,16.203125,"[6, 6, 6, 6, 11, 6, 8, 8, 8, 8, 7, 8, 8, 8, 7, 7, 6, 7, 7, 8]"
78,MIN,15,UFL NFR S,0.9070539475502712,0.7963643790849674,0.8313259501922006,14.734375,[6]
79,MIN,15,UFL UFR D,0.9162391046312464,0.7963643790849674,0.8343934243520369,15.65625,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
80,MIN,15,UFL UFR S,0.9162391046312464,0.7963643790849674,0.8343934243520369,14.765625,[6]
