n°_training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.21272986846774233,0.7279529663281668,0.3292445297171638
2,0.3333333333333333,0.1889300267598717,0.5686204431736954,0.2836232826954416
3,0.33444816053511706,0.19367350713790835,0.6834185976527234,0.30181568372974776
