training,fitting_traces%,average_trace_fitness,precision,f-measure
1,91.82,0.9834139829097839,0.564708553602543,0.7174397049119866
2,94.80737569970366,0.9846811320790675,0.584709780143783,0.7337275675111431
WHOLE,96.53787324599321,0.9898888732646179,0.5744823732343234,0.7270316562312155
