training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.013333333333333334,0.4903551823346169,0.9999028683717003,0.6580169831727158
2,0.022222222222222223,0.5076830894720783,0.9995367924323464,0.673356200930533
3,0.0,0.5759413866743545,0.999793403951619,0.7308620751224492
WHOLE,0.015960630444902573,0.5155435075504569,0.9999488664327306,0.6803295810943517
