training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.38,0.49015504668359455,0.4620980881011315,0.47571323563416623
2,0.09666666666666666,0.5204739583417062,0.995926014683776,0.683663366260472
3,0.07,0.49574509724412463,0.9953254966659792,0.6618435601231918
4,0.05,0.5734188706085223,0.9972018692667167,0.7281380604830796
5,0.0,0.3686808236808233,0.9986684420772304,0.5385455099578448
WHOLE,0.10706922923455477,0.52744778035724,0.9973187052631802,0.6899857025461579
