training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.1288888888888889,0.5085024616935273,0.995518161479973,0.6731602319455481
2,0.06666666666666667,0.5194955772851274,0.9961617546264565,0.6828741759674013
3,0.03903708523096942,0.5747579676330176,0.9965559839778385,0.7290439843628093
WHOLE,0.10706922923455477,0.52744778035724,0.9973187052631802,0.6899857025461579
