training,fitting_traces%,average_trace_fitness,precision,f-measure
1,92.29,0.9846760865060541,0.5801597369878678,0.7301333606871049
2,93.65,0.9859578685666113,0.5793188386873652,0.7298185231603279
3,97.25,0.9918231005432498,0.5989672367198418,0.746886032598583
4,94.88333333333334,0.9847668422318526,0.5992461618268711,0.7450920528931824
5,99.45945945945945,0.9976351351351351,0.5959915611814346,0.746200001610074
WHOLE,96.96282503158875,0.9907786309100446,0.6003931607724156,0.7476964045583834
