training,fitting_traces%,average_trace_fitness,precision,f-measure
1,53.58888888888889,0.7841548831415206,0.999465125268561,0.8788143828994331
2,48.58888888888889,0.7567784115630892,0.8967994601817917,0.820860610877503
3,28.510084580351332,0.6536689584542702,0.6837309417040358,0.6683620844800893
WHOLE,46.72208552237814,0.7467248369437114,0.9988361054397441,0.8545742630441361
