training,fitting_traces%,average_trace_fitness,precision,f-measure
1,50.35,0.7600691972841921,0.899796659888663,0.8240518015900757
2,49.943333333333335,0.7699218939394283,0.9995089321264566,0.8698207340980539
3,56.766666666666666,0.7977870641940166,0.91012150178116,0.8502599909981297
4,29.503333333333334,0.6600065130239939,0.8688607252445871,0.7501681286880162
5,98.91891891891892,0.9949002574002574,0.7476572958500669,0.8537387298352908
WHOLE,46.72208552237814,0.7467248369437114,0.9988361054397441,0.8545742630441361
