training,fitting_traces%,average_trace_fitness,precision,f-measure
1,89.92444444444445,0.9805952964936049,0.5625811466070783,0.7149725862201841
2,95.66666666666667,0.987465955917665,0.5722544317693268,0.7245936822473854
3,96.70136629798309,0.9897865681632801,0.5868250056016133,0.7368099005131785
WHOLE,96.53787324599321,0.9898888732646179,0.5744823732343234,0.7270316562312155
