training,fitting_traces%,average_trace_fitness,precision,f-measure
1,87.345,0.9596823932515853,1.0,0.9794264586510275
2,84.71,0.9506757486704173,1.0,0.9747142745978146
3,80.515,0.930498057639601,1.0,0.963997921632007
4,84.765,0.9570996551611041,0.7441844937638544,0.8373189426442399
5,,,,
WHOLE,85.915,0.9604432601833949,0.8664043966790279,0.9110034547848448
