training,fitting_traces%,average_trace_fitness,precision,f-measure
1,64.34,0.8577234211007247,0.4474680696287522,0.5881188258449357
2,68.625,0.8964693410676715,0.48021679969176556,0.6254143558848085
3,55.46,0.8002924607863277,0.46215878027568724,0.5859429267615871
4,59.95,0.8502452848345511,0.5564230708934484,0.6726476649223719
5,,,,
WHOLE,61.077,0.8338888559321214,0.6429218247110131,0.7260583254023896
