training,fitting_traces%,average_trace_fitness,precision,f-measure
1,82.61,0.9401974983931094,1.0,0.9691771061160425
2,83.92,0.9497223117202297,1.0,0.9742128979201092
WHOLE,85.357,0.953941699145648,1.0,0.9764280065907336
