training,fitting_traces%,average_trace_fitness,precision,f-measure
1,68.37,0.855409011954247,0.6265254168477663,0.7232917696948541
2,62.163333333333334,0.8419625922279933,0.6547747556240513,0.7366634518231769
3,53.24,0.8217872893138627,0.5728015638150572,0.6750678429505597
WHOLE,62.377,0.8324676220192277,0.7338326456974325,0.7800444526698235
