training,fitting_traces%,average_trace_fitness,precision,f-measure
1,28.7675,0.6091280026679836,0.619740402806715,0.6143883788573461
2,30.155,0.6155023045510405,0.6181418647511933,0.6168192607906295
WHOLE,30.697,0.618212246240839,0.8109001529811843,0.7015660984040709
