training,fitting_traces%,average_trace_fitness,precision,f-measure
1,87.89,0.9610936940444803,0.9887537993920973,0.9747275566494714
2,82.18,0.9406542423557389,0.9840358458310282,0.9618561436902385
3,85.44,0.9626341076135899,0.6859267183738967,0.8010580428958782
WHOLE,89.572,0.97093374826258,0.8751839479574539,0.9205757929187788
