training,fitting_traces%,average_trace_fitness,precision,f-measure
1,90.16,0.9682207395997193,0.9922651139386097,0.9800954806816792
2,87.39,0.9596701255531008,0.9881414658291562,0.9736977115980106
3,82.325,0.9401082550333978,0.9817074120818337,0.9604576109122415
4,87.215,0.9661187566143461,0.8352420678811807,0.895926032275457
5,,,,
WHOLE,89.572,0.97093374826258,0.8751839479574539,0.9205757929187788
