experiment,order,top-variants,set-up,fitness,precision,f-measure,time,ext_cardoso
1,FRQ,P,NFL NFR D,0.9611184934980274,0.4725704093936201,0.5987536167227072,460.21875,[6]
2,FRQ,P,NFL NFR S,0.9611184934980274,0.4725704093936201,0.5987536167227072,449.03125,[6]
3,FRQ,P,NFL UFR D,0.9611184934980274,0.4725704093936201,0.5987536167227072,460.9375,[6]
4,FRQ,P,NFL UFR S,0.9611184934980274,0.4725704093936201,0.5987536167227072,447.359375,[6]
5,FRQ,P,UFL NFR D,0.9611184934980274,0.4725704093936201,0.5987536167227072,461.03125,[6]
6,FRQ,P,UFL NFR S,0.9611184934980274,0.4725704093936201,0.5987536167227072,450.828125,[6]
7,FRQ,P,UFL UFR D,0.9611184934980274,0.4725704093936201,0.5987536167227072,463.09375,[6]
8,FRQ,P,UFL UFR S,0.9611184934980274,0.4725704093936201,0.5987536167227072,448.15625,[6]
9,FRQ,5,NFL NFR D,0.962956661457494,0.4946259770136955,0.6179750987098357,486.34375,"[7, 10, 7, 10, 6]"
10,FRQ,5,NFL NFR S,0.9431857625294032,0.7087153835978836,0.7994369239843014,378.296875,[7]
11,FRQ,5,NFL UFR D,0.962956661457494,0.4946259770136955,0.6179750987098357,490.640625,"[7, 10, 7, 10, 6]"
12,FRQ,5,NFL UFR S,0.9431857625294032,0.7087153835978836,0.7994369239843014,377.875,[7]
13,FRQ,5,UFL NFR D,0.962956661457494,0.4946259770136955,0.6179750987098357,491.171875,"[7, 10, 7, 10, 6]"
14,FRQ,5,UFL NFR S,0.9431857625294032,0.7087153835978836,0.7994369239843014,377.609375,[7]
15,FRQ,5,UFL UFR D,0.962956661457494,0.4946259770136955,0.6179750987098357,502.6875,"[7, 10, 7, 10, 6]"
16,FRQ,5,UFL UFR S,0.9431857625294032,0.7087153835978836,0.7994369239843014,381.0625,[7]
17,FRQ,10,NFL NFR D,0.9840876216575088,0.4313080539173038,0.5524516292016451,687.984375,"[20, 22, 20, 22, 20, 21, 20, 21, 16, 16, 16, 16, 22]"
18,FRQ,10,NFL NFR S,0.9857280528939684,0.413660313248195,0.5333791635895155,752.046875,[20]
19,FRQ,10,NFL UFR D,0.9840876216575088,0.4313080539173038,0.5524516292016451,687.421875,"[20, 22, 20, 22, 20, 21, 20, 21, 16, 16, 16, 16, 22]"
20,FRQ,10,NFL UFR S,0.9857280528939684,0.413660313248195,0.5333791635895155,748.34375,[20]
21,FRQ,10,UFL NFR D,0.9066758741098472,0.4870332363872632,0.5774504051089049,611.671875,"[20, 22, 20, 22, 20, 21, 20, 21, 16, 16, 16, 16, 20]"
22,FRQ,10,UFL NFR S,0.8911495008915206,0.5332899204375334,0.6191070375679382,635.828125,[20]
23,FRQ,10,UFL UFR D,0.9613457748458194,0.5561385565920641,0.6803372433592065,642.859375,"[20, 22, 20, 22, 20, 21, 20, 21, 16, 16, 16, 16, 20]"
24,FRQ,10,UFL UFR S,0.9646738865860292,0.5332899204375334,0.6617887441981734,672.09375,[20]
25,FRQ,15,NFL NFR D,0.99223238370538,0.3724409592500226,0.4795483496132604,956.484375,"[27, 25, 25, 25, 25, 25, 27, 26, 23, 28, 28, 28, 28, 28, 29, 23, 23, 31, 29, 31]"
26,FRQ,15,NFL NFR S,0.9797445697124584,0.4352319078902178,0.5601030586860727,872.28125,[27]
27,FRQ,15,NFL UFR D,0.99223238370538,0.3724409592500226,0.4795483496132604,958.921875,"[27, 25, 25, 25, 25, 25, 27, 26, 23, 28, 28, 28, 28, 28, 29, 23, 23, 31, 29, 31]"
28,FRQ,15,NFL UFR S,0.9797445697124584,0.4352319078902178,0.5601030586860727,864.75,[27]
29,FRQ,15,UFL NFR D,0.9587033487890834,0.4324331121762572,0.5432398824872805,833.765625,"[25, 23, 23, 23, 23, 23, 25, 24, 23, 28, 28, 28, 28, 28, 29, 23, 23, 24, 27, 24]"
30,FRQ,15,UFL NFR S,0.8915597414792257,0.4895261479827192,0.5757196094641486,738.46875,[25]
31,FRQ,15,UFL UFR D,0.9709901311197898,0.4706405993018365,0.5968913915258963,945.140625,"[25, 23, 23, 23, 23, 23, 25, 24, 23, 24, 24, 24, 24, 24, 25, 23, 23, 20, 25, 24]"
32,FRQ,15,UFL UFR S,0.9651576912871987,0.4895261479827192,0.6179929680046012,783.1875,[25]
33,MAX,5,NFL NFR D,0.8506471999164636,0.3384088947177326,0.3658639420222082,6198.265625,"[39, 39, 40, 49, 47, 49, 54, 55, 57, 56, 59]"
34,MAX,5,NFL NFR S,0.7775791298005468,0.4374997829119407,0.448109450319043,1338.921875,[39]
35,MAX,5,NFL UFR D,0.8506471999164636,0.3384088947177326,0.3658639420222082,6146.734375,"[39, 39, 40, 49, 47, 49, 54, 55, 57, 56, 59]"
36,MAX,5,NFL UFR S,0.7775791298005468,0.4374997829119407,0.448109450319043,1336.046875,[39]
37,MAX,5,UFL NFR D,-,-,-,-,-
38,MAX,5,UFL NFR S,0.7669060076725714,0.4582109205408208,0.4703425001454842,1187.0625,[36]
39,MAX,5,UFL UFR D,-,-,-,-,-
40,MAX,5,UFL UFR S,0.7669060076725714,0.4582109205408208,0.4703425001454842,1183.875,[36]
41,MAX,10,NFL NFR D,0.9447890870742148,0.2985826938239813,0.3555889446098816,43647.328125,"[48, 46, 47, 47, 50, 44, 50, 53, 53, 53, 51, 62, 56, 64, 64, 60, 63, 64, 64, 75]"
42,MAX,10,NFL NFR S,0.8010716265525777,0.3525017646103702,0.3622411668474082,3433.765625,[48]
43,MAX,10,NFL UFR D,0.9447890870742148,0.2985826938239813,0.3555889446098816,43289.84375,"[48, 46, 47, 47, 50, 44, 50, 53, 53, 53, 51, 62, 56, 64, 64, 60, 63, 64, 64, 75]"
44,MAX,10,NFL UFR S,0.8010716265525777,0.3525017646103702,0.3622411668474082,3421.078125,[48]
45,MAX,10,UFL NFR D,0.7743972155441158,0.4463824707760673,0.4650743714647336,1745.90625,"[44, 44, 38, 36, 37, 38, 46, 46, 46, 43, 41, 36, 49, 65, 65, 53, 55, 43, 48, 55]"
46,MAX,10,UFL NFR S,0.7760072188406211,0.5062473914733534,0.5233408275004047,1136.0625,[44]
47,MAX,10,UFL UFR D,0.7737491744428379,0.4481022816830325,0.4667904100411966,1551.6875,"[44, 44, 38, 34, 35, 43, 46, 46, 46, 43, 41, 36, 49, 49, 65, 53, 55, 43, 48, 55]"
48,MAX,10,UFL UFR S,0.7760072188406211,0.5062473914733534,0.5233408275004047,1134.796875,[44]
49,MAX,15,NFL NFR D,0.9174680908155168,0.3084683623637775,0.3510735018022993,29926.078125,"[48, 51, 51, 51, 48, 52, 52, 54, 57, 57, 57, 53, 53, 53, 59, 56, 56, 58, 52, 51, 51, 70, 68, 65, 65, 65, 66, 68, 66, 65, 64, 75]"
50,MAX,15,NFL NFR S,0.8010716265525777,0.3525017646103702,0.3622411668474082,3451.53125,[48]
51,MAX,15,NFL UFR D,0.9174680908155168,0.3084683623637775,0.3510735018022993,29239.5,"[48, 51, 51, 51, 48, 52, 52, 54, 57, 57, 57, 53, 53, 53, 59, 56, 56, 58, 52, 51, 51, 70, 68, 65, 65, 65, 66, 68, 66, 65, 64, 75]"
52,MAX,15,NFL UFR S,0.8010716265525777,0.3525017646103702,0.3622411668474082,3459.8125,[48]
53,MAX,15,UFL NFR D,0.7879903150914832,0.4401953036372242,0.4626836813985803,1724.84375,"[46, 46, 44, 44, 40, 38, 41, 49, 46, 46, 46, 46, 46, 49, 49, 52, 49, 56, 38, 57, 58, 58, 56, 56, 54, 68, 61, 63, 60, 51, 44, 62]"
54,MAX,15,UFL NFR S,0.7762824644523509,0.495931267150014,0.5130127053311525,1191.859375,[46]
55,MAX,15,UFL UFR D,0.7865142236929057,0.4421354885155864,0.4644279805933146,2014.5625,"[46, 46, 44, 44, 40, 38, 41, 49, 46, 46, 46, 46, 46, 49, 49, 49, 52, 56, 60, 57, 55, 58, 56, 56, 54, 63, 61, 63, 60, 51, 44, 62]"
56,MAX,15,UFL UFR S,0.7762824644523509,0.495931267150014,0.5130127053311525,1193.203125,[46]
57,MIN,5,NFL NFR D,0.606111244612438,0.4399170370370371,0.4934254377615669,377.203125,"[5, 5, 5]"
58,MIN,5,NFL NFR S,0.6060580964642898,0.4360261728395063,0.4907292636546571,356.078125,[5]
59,MIN,5,NFL UFR D,0.606111244612438,0.4399170370370371,0.4934254377615669,376.15625,"[5, 5, 5]"
60,MIN,5,NFL UFR S,0.6060580964642898,0.4360261728395063,0.4907292636546571,357.765625,[5]
61,MIN,5,UFL NFR D,0.606111244612438,0.4399170370370371,0.4934254377615669,376.546875,"[5, 5, 5]"
62,MIN,5,UFL NFR S,0.6060580964642898,0.4360261728395063,0.4907292636546571,357.9375,[5]
63,MIN,5,UFL UFR D,0.606111244612438,0.4399170370370371,0.4934254377615669,374.09375,"[5, 5, 5]"
64,MIN,5,UFL UFR S,0.6060580964642898,0.4360261728395063,0.4907292636546571,359.5,[5]
65,MIN,10,NFL NFR D,0.6829190619723325,0.4077025429944056,0.4858165423724255,510.765625,"[6, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6]"
66,MIN,10,NFL NFR S,0.7128270694600266,0.4183201112467779,0.5024755173777155,492.3125,[6]
67,MIN,10,NFL UFR D,0.6829190619723325,0.4077025429944056,0.4858165423724255,512.5625,"[6, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6]"
68,MIN,10,NFL UFR S,0.7128270694600266,0.4183201112467779,0.5024755173777155,491.765625,[6]
69,MIN,10,UFL NFR D,0.6829190619723325,0.4077025429944056,0.4858165423724255,511.875,"[6, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6]"
70,MIN,10,UFL NFR S,0.7128270694600266,0.4183201112467779,0.5024755173777155,491.640625,[6]
71,MIN,10,UFL UFR D,0.6829190619723325,0.4077025429944056,0.4858165423724255,522.515625,"[6, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6]"
72,MIN,10,UFL UFR S,0.7128270694600266,0.4183201112467779,0.5024755173777155,491.21875,[6]
73,MIN,15,NFL NFR D,0.7919965865911804,0.3834910846805698,0.4749672817063129,588.546875,"[7, 11, 7, 8, 8, 8, 7, 7, 8, 7]"
74,MIN,15,NFL NFR S,0.8122158857724772,0.3280589680082559,0.4100216472716529,504.734375,[7]
75,MIN,15,NFL UFR D,0.7919965865911804,0.3834910846805698,0.4749672817063129,589.84375,"[7, 11, 7, 8, 8, 8, 7, 7, 8, 7]"
76,MIN,15,NFL UFR S,0.8122158857724772,0.3280589680082559,0.4100216472716529,504.3125,[7]
