training,fitting_traces%,average_trace_fitness,precision,f-measure
1,87.345,0.9594998932515855,1.0,0.9793314065043357
2,84.71,0.9503824153370842,1.0,0.9745600738230916
3,80.51,0.9300125814491246,1.0,0.9637373252259702
4,83.92,0.9497223117202297,1.0,0.9742128979201092
5,,,,
WHOLE,85.357,0.953941699145648,1.0,0.9764280065907336
