training,fitting_traces%,average_trace_fitness,precision,f-measure
1,62.95,0.8338651507825665,0.955868544600939,0.8907084558199353
2,62.8,0.8246808836119374,0.834844084602071,0.8297313635585509
3,53.12,0.7764003016753886,0.8336919988019834,0.8040268488735802
4,54.22,0.7829952699208733,0.8935463824988205,0.8346259574782581
5,,,,
WHOLE,55.177,0.7677392726842855,0.9007205736482949,0.828930417024458
