training,fitting_traces%,average_trace_fitness,precision,f-measure
1,26.016666666666666,0.5929430255939165,0.6190060613753927,0.605694299932574
2,30.28,0.6175055063173592,0.6189305762582855,0.6182172200466902
3,35.92,0.649603570493831,0.6233471482139332,0.6362045712939798
WHOLE,30.697,0.618212246240839,0.8109001529811843,0.7015660984040709
