training,fitting_traces%,average_trace_fitness,precision,f-measure
1,27.61,0.6016404935634126,0.6201865294937743,0.6107727569691347
2,24.31,0.5826982651639696,0.6176304521714582,0.599656057203497
3,33.225,0.6355577401719094,0.6219274287943816,0.6286687126821757
4,30.155,0.6155023045510405,0.6181418647511933,0.6168192607906295
5,,,,
WHOLE,30.697,0.618212246240839,0.8109001529811843,0.7015660984040709
