training,fitting_traces%,average_trace_fitness,precision,f-measure
1,85.28666666666666,0.9523115404960592,1.0,0.9755733352414524
2,80.06333333333333,0.9299086412635138,1.0,0.9636815146386425
3,83.63,0.9562116868481205,0.6766944789290835,0.7925295191345061
WHOLE,85.915,0.9604432601833949,0.8664043966790279,0.9110034547848448
