training,fitting_traces%,average_trace_fitness,precision,f-measure
1,26.093333333333334,0.7038958441136753,0.5929792096177252,0.6436943946061541
2,30.453333333333333,0.7224867174005037,0.5322455416717214,0.6129440467845979
3,36.12,0.7445281215199602,0.5321401938851603,0.620667614536769
WHOLE,30.867,0.7213493972990714,0.7463871381345197,0.733654711519546
