training,fitting_traces%,average_trace_fitness,precision,f-measure
1,67.235,0.8455628535179412,0.6238532957429073,0.7179820001165681
2,69.79,0.8636977931642965,0.6086888609129482,0.7141102840594237
3,57.915,0.8220633462342041,0.5937589989266735,0.689503893172232
4,61.95,0.8517741867646708,0.6330489883038477,0.7263016852761945
5,,,,
WHOLE,62.377,0.8324676220192277,0.7338326456974325,0.7800444526698235
