experiment,order,top-variants,set-up,fitness,precision,f-measure,time,ext_cardoso
49,MAX,15,NFL NFR D,0.7652925990504491,0.1442715991012473,0.1656960461705606,1673.484375,"[45, 24, 32, 36, 41, 77, 53, 68, 87, 98, 78, 59, 81, 94, 92, 98, 87, 103, 84, 92, 117, 106, 114, 123, 103, 111, 133, 107, 129, 141, 122, 109]"
50,MAX,15,NFL NFR S,0.8307436738165791,0.3579151631697438,0.3862354215607655,860.296875,[45]
51,MAX,15,NFL UFR D,0.7652925990504491,0.144279178378084,0.1657057704605709,1710.390625,"[48, 55, 32, 36, 46, 55, 38, 59, 94, 84, 83, 75, 71, 69, 104, 93, 100, 91, 93, 100, 127, 104, 118, 121, 110, 100, 118, 107, 129, 141, 122, 109]"
52,MAX,15,NFL UFR S,0.8307436738165791,0.3579151631697438,0.3862354215607655,882.375,[48]
53,MAX,15,UFL NFR D,0.7418244328134562,0.6514588703360572,0.6376254498084662,520.53125,"[18, 18, 18, 16, 16, 21, 19, 16, 20, 26, 11, 13, 13, 13, 14, 17, 13, 13, 13, 11, 15, 15, 29, 18, 21, 22, 22, 25, 22, 24, 17, 23]"
54,MAX,15,UFL NFR S,0.7096732531013853,0.6572439100761492,0.6302963900497582,527.59375,[18]
55,MAX,15,UFL UFR D,0.7506122306775895,0.6828592103999627,0.6569050118438027,487.875,"[18, 15, 15, 16, 13, 16, 16, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 22, 19, 21, 19, 25, 22, 24, 18, 23]"
56,MAX,15,UFL UFR S,0.7096732531013853,0.6572439100761492,0.6302963900497582,543.3125,[18]
57,MIN,5,NFL NFR D,0.5954425438222811,0.1739857605820105,0.2665933227490079,393.328125,"[6, 6, 6]"
58,MIN,5,NFL NFR S,0.6635922758395246,0.1726822222222222,0.2736069127900762,380.625,[6]
59,MIN,5,NFL UFR D,0.5954425438222811,0.1739857605820105,0.2665933227490079,393.21875,"[6, 6, 6]"
60,MIN,5,NFL UFR S,0.6635922758395246,0.1726822222222222,0.2736069127900762,391.046875,[6]
61,MIN,5,UFL NFR D,0.5954425438222811,0.1739857605820105,0.2665933227490079,389.109375,"[6, 6, 6]"
62,MIN,5,UFL NFR S,0.6635922758395246,0.1726822222222222,0.2736069127900762,381.9375,[6]
63,MIN,5,UFL UFR D,0.4716335720937666,1.0,0.5962722869501065,279.0625,"[3, 3, 3]"
64,MIN,5,UFL UFR S,0.4716335720937666,1.0,0.5962722869501065,263.484375,[3]
