training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.20155611251042532,0.6728911783644559,0.31019669560187285
2,0.5,0.19541144941253777,0.6262833675564682,0.2978793052355126
3,0.0,0.1511100915261472,0.5908460471567267,0.24066867462599814
4,1.0,0.12222255573316326,0.573720397249809,0.20151529066444335
5,0.0,0.1505267759688679,0.5948203842940685,0.24025420502511444
WHOLE,0.9174311926605505,0.17690410011323943,0.6693460355264463,0.2798464735008012
