training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.5,0.22436515051672032,0.6532663316582914,0.3340130836391081
2,0.0,0.1718950742274226,0.8987341772151899,0.2885928586295635
3,0.0,0.15692487310746317,0.9664429530201343,0.2700076221536016
4,0.0,0.09501152542995099,0.7902173913043478,0.16962789703273498
5,0.0,0.11338552004118424,0.7932584269662921,0.1984108967263267
WHOLE,2.1684737281067554,0.28830929520670406,0.754640512280133,0.41722022031756717
