training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.1774490162245376,0.7764530551415797,0.28887835536846906
2,0.3333333333333333,0.13803033716166727,0.9994269340974212,0.2425607364208341
3,0.33444816053511706,0.12787520721804957,0.7980697847067557,0.220430673493244
WHOLE,0.9174311926605505,0.1724331676968513,1.0,0.29414583696157637
