training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.25,0.17326077046934274,0.6078812940890295,0.26966152802771254
2,0.5012531328320802,0.13633919690335186,0.5845969672785315,0.22111106361639485
WHOLE,0.9174311926605505,0.17690410011323943,0.6693460355264463,0.2798464735008012
