training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.18390786961942124,0.9735525375268048,0.3093738188083302
2,0.0,0.13954578386767844,0.9898580121703854,0.244607841253197
3,0.0,0.10556877380846219,0.7947761194029851,0.18638088805800823
WHOLE,2.0016680567139282,0.24142917279984408,0.8433874709976799,0.37539678366278234
