training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.19925322245651333,0.7775297619047619,0.31721541651685514
2,0.5,0.19541144941253777,0.9050445103857567,0.3214232391267302
3,0.0,0.15093898389814303,0.8918353105373342,0.258181883261449
4,1.0,0.1220163267769343,0.7950907150480256,0.2115653769521976
5,0.0,0.1503687464799289,0.7937569676700111,0.2528397192225899
WHOLE,0.9174311926605505,0.176814929817038,0.9183445190156599,0.29653585484869605
