training,fitting_traces%,average_trace_fitness,precision,f-measure
1,0.0,0.16846344115743134,0.9003285870755751,0.28382032789281525
2,0.5012531328320802,0.18652189592214818,0.6699870073624946,0.2918060661768241
WHOLE,2.7522935779816513,0.32773390242876804,0.7145676893370521,0.4493671682477024
