n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,100,7,8,24,10,"[2:2]('01_HOOFD_010', '01_HOOFD_015')","[3:1]('01_HOOFD_010', '01_HOOFD_015', '01_HOOFD_020')","[5:3]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')","[6:6]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1', '01_HOOFD_040')","[6:1]('01_HOOFD_030_2', '01_HOOFD_010', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1', '01_HOOFD_040')"
1,371,8,9,32,17,"[2:2]('01_HOOFD_010', '01_HOOFD_015')","[3:1]('01_HOOFD_010', '01_HOOFD_015', '01_HOOFD_020')","[5:3]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')","[5:1]('01_HOOFD_010', '01_HOOFD_011', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')","[6:8]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1', '01_HOOFD_040')"
2,391,7,8,20,9,"[2:2]('01_HOOFD_010', '01_HOOFD_015')","[3:1]('01_HOOFD_010', '01_HOOFD_015', '01_HOOFD_020')","[4:1]('01_HOOFD_010', '01_HOOFD_011', '01_HOOFD_015', '01_HOOFD_020')","[5:3]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')","[5:1]('01_HOOFD_010', '01_HOOFD_011', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')"
3,803,7,8,20,9,"[2:2]('01_HOOFD_010', '01_HOOFD_015')","[3:1]('01_HOOFD_010', '01_HOOFD_015', '01_HOOFD_020')","[3:1]('01_HOOFD_010', '01_HOOFD_011', '01_HOOFD_015')","[4:2]('01_HOOFD_010', '01_HOOFD_011', '01_HOOFD_015', '01_HOOFD_020')","[5:3]('01_HOOFD_010', '01_HOOFD_030_2', '01_HOOFD_015', '01_HOOFD_020', '01_HOOFD_030_1')"
