n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4
0,10000,8,10,20,8,"[4130]('NEW',)","[2844]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[963]('NEW', 'DELETE')","[566]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
