n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,10000,8,8,16,8,"[4130]('NEW',)","[2844]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[963]('NEW', 'DELETE')","[566]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[306]('NEW', 'CHANGE DIAGN', 'DELETE')"
1,19502,8,8,16,8,"[7310]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[6040]('NEW',)","[1768]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[1429]('NEW', 'DELETE')","[457]('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
2,19911,8,8,16,8,"[7540]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[6083]('NEW',)","[1828]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[1448]('NEW', 'DELETE')","[467]('NEW', 'CHANGE DIAGN', 'DELETE')"
3,19916,8,8,16,8,"[7541]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[6084]('NEW',)","[1829]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[1449]('NEW', 'DELETE')","[468]('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
4,77860,11,8,22,11,"[26959]('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[18311]('NEW',)","[15543]('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')","[4121]('NEW', 'DELETE')","[1853]('NEW', 'FIN')"
