n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,10000,4,3,6,3,"[1:4130]('NEW',)","[2:963]('NEW', 'DELETE')","[2:47]('NEW', 'FIN')","[2:3]('NEW', 'NEW')","[2:1]('NEW', 'BILLED')"
1,44384,4,3,6,3,"[1:11079]('NEW',)","[2:2547]('NEW', 'DELETE')","[2:538]('NEW', 'FIN')","[2:13]('NEW', 'NEW')","[2:4]('NEW', 'SET STATUS')"
2,93684,4,3,6,3,"[1:20584]('NEW',)","[2:4601]('NEW', 'DELETE')","[2:2914]('NEW', 'FIN')","[2:33]('NEW', 'NEW')","[2:11]('NEW', 'CHANGE DIAGN')"
