n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,15000,7,8,28,14,"[5846]('Create Fine', 'Payment')","[3338]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[1494]('Create Fine', 'Send Fine')","[1294]('Create Fine', 'Send Fine', 'Payment')","[1031]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Payment', 'Add penalty', 'Payment')"
1,69517,6,8,22,9,"[27625]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[20732]('Create Fine', 'Payment')","[8342]('Create Fine', 'Send Fine')","[2736]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Payment', 'Add penalty', 'Payment')","[2590]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Payment')"
2,130772,6,8,24,10,"[45185]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[42988]('Create Fine', 'Payment')","[18789]('Create Fine', 'Send Fine')","[8390]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Payment')","[3296]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Payment', 'Payment')"
