n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,15000,12,16,34,13,"[5846]('Create Fine', 'Payment')","[3338]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[1494]('Create Fine', 'Send Fine')","[1294]('Create Fine', 'Send Fine', 'Payment')","[1031]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Payment', 'Add penalty', 'Payment')"
1,15180,6,7,14,6,"[5846]('Create Fine', 'Payment')","[3510]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[1494]('Create Fine', 'Send Fine')","[1294]('Create Fine', 'Send Fine', 'Payment')",
2,40875,6,6,12,6,"[18500]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[9902]('Create Fine', 'Payment')","[4298]('Create Fine', 'Send Fine')",,
3,41581,6,7,14,6,"[19023]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[9943]('Create Fine', 'Payment')","[4298]('Create Fine', 'Send Fine')","[2547]('Create Fine', 'Send Fine', 'Payment')",
4,44730,6,6,12,6,"[19023]('Create Fine', 'Send Fine', 'Insert Fine Notification', 'Add penalty', 'Send for Credit Collection')","[12299]('Create Fine', 'Payment')","[4462]('Create Fine', 'Send Fine')",,
