n°_evaluation,fitness,precision,f-measure,time
580,0.8571428571428572,0.375,0.5217391304347826,0.0
581,0.8823529411764706,0.11111111111111116,0.19736842105263167,0.046875
582,1.0,0.125,0.2222222222222222,0.03125
583,0.9230769230769231,0.18000000000000005,0.30125523012552313,0.015625
584,1.0,0.12230215827338131,0.21794871794871795,0.125
585,1.0,0.14851485148514854,0.25862068965517243,0.03125
586,0.9333333333333333,0.125,0.2204724409448819,0.03125
587,1.0,0.13235294117647056,0.23376623376623373,0.03125
588,1.0,0.1348314606741573,0.23762376237623764,0.03125
589,1.0,0.12037037037037035,0.21487603305785122,0.03125
590,0.8571428571428572,0.375,0.5217391304347826,0.015625
591,1.0,0.10971786833855801,0.19774011299435032,0.28125
592,0.9166666666666666,0.13793103448275867,0.23978201634877389,0.015625
593,0.875,0.0,0.0,0.03125
594,0.9090909090909091,0.14583333333333337,0.251346499102334,0.015625
595,1.0,0.1282051282051282,0.22727272727272727,0.015625
596,0.9333333333333333,0.125,0.2204724409448819,0.03125
597,0.9893617021276596,0.10066006600660071,0.18272885395864208,9.15625
598,0.8571428571428572,0.375,0.5217391304347826,0.015625
599,1.0,0.11214953271028039,0.2016806722689076,0.46875
600,1.0,0.10852713178294571,0.19580419580419575,0.0625
601,1.0,0.1071428571428571,0.1935483870967741,0.078125
602,1.0,0.15094339622641506,0.2622950819672131,0.03125
603,1.0,0.10596026490066224,0.19161676646706582,0.078125
604,1.0,0.11016949152542377,0.19847328244274814,0.109375
605,1.0,0.12037037037037035,0.21487603305785122,0.046875
606,1.0,0.10087719298245612,0.1832669322709163,0.15625
607,0.8333333333333334,0.0,0.0,0.0625
608,1.0,0.1049382716049383,0.18994413407821234,0.09375
609,1.0,0.11764705882352944,0.21052631578947373,0.03125
610,1.0,0.12037037037037035,0.21487603305785122,0.0625
611,1.0,0.11184210526315785,0.20118343195266264,0.140625
612,1.0,0.10852713178294571,0.19580419580419575,0.0625
613,1.0,0.11214953271028039,0.2016806722689076,0.046875
