n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5
0,100,23,53,106,52,"[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')","[36:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Release A')","[30:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Admission NC', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Release B')"
1,194,24,54,108,54,"[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')","[36:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Release A')","[32:1]('ER Registration', 'ER Triage', 'LacticAcid', 'CRP', 'Leucocytes', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Release C', 'Return ER')"
2,246,23,53,106,52,"[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')","[36:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Release A')","[34:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'LacticAcid', 'Leucocytes', 'CRP', 'IV Liquid', 'IV Antibiotics', 'Admission IC', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Release A', 'Return ER')"
3,271,23,51,102,50,"[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[48:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Release A')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')","[36:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Release A')"
4,296,22,49,98,48,"[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[48:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Release A')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')","[37:1]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Release A')"
5,375,22,50,100,49,"[84:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'CRP', 'Leucocytes', 'LacticAcid', 'Admission NC', 'Admission IC', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Admission NC', 'Admission NC', 'Release A')","[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[48:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Release A')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')","[38:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'IV Liquid', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Release A', 'Return ER')"
6,464,23,54,108,53,"[116:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'CRP', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Release B')","[84:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'CRP', 'Leucocytes', 'LacticAcid', 'Admission NC', 'Admission IC', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'Leucocytes', 'CRP', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'LacticAcid', 'CRP', 'LacticAcid', 'Admission NC', 'Admission NC', 'Release A')","[52:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics', 'IV Liquid', 'Admission NC', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission IC', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Release A', 'Return ER')","[48:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'Leucocytes', 'CRP', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'LacticAcid', 'CRP', 'Leucocytes', 'Admission NC', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'CRP', 'Leucocytes', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Release A')","[39:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'ER Sepsis Triage', 'IV Liquid', 'IV Antibiotics', 'Admission NC', 'Admission IC', 'CRP', 'LacticAcid', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission IC', 'LacticAcid', 'CRP', 'Leucocytes', 'LacticAcid', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'LacticAcid', 'Admission NC', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'CRP', 'Leucocytes', 'Admission NC', 'CRP', 'Leucocytes', 'Release A', 'Return ER')"
