n°_evaluation,fitness,precision,f-measure,time
0,,,,0.0
1,1.0,0.1428571428571429,0.2500000000000001,0.015625
2,1.0,0.1428571428571429,0.2500000000000001,0.0
3,1.0,0.1428571428571429,0.2500000000000001,0.015625
4,1.0,0.1428571428571429,0.2500000000000001,0.015625
5,1.0,0.1428571428571429,0.2500000000000001,0.015625
6,1.0,0.1428571428571429,0.2500000000000001,0.0
7,1.0,0.1428571428571429,0.2500000000000001,0.015625
8,1.0,0.1428571428571429,0.2500000000000001,0.015625
9,1.0,0.1428571428571429,0.2500000000000001,0.015625
10,1.0,0.1428571428571429,0.2500000000000001,0.0
11,1.0,0.1428571428571429,0.2500000000000001,0.015625
12,1.0,0.1428571428571429,0.2500000000000001,0.0
13,1.0,0.1428571428571429,0.2500000000000001,0.015625
14,1.0,0.1428571428571429,0.2500000000000001,0.0625
15,1.0,0.1428571428571429,0.2500000000000001,0.015625
16,1.0,0.1428571428571429,0.2500000000000001,0.015625
17,1.0,0.1428571428571429,0.2500000000000001,0.0
18,1.0,0.1428571428571429,0.2500000000000001,0.015625
19,1.0,0.1428571428571429,0.2500000000000001,0.015625
20,1.0,0.1428571428571429,0.2500000000000001,0.0
21,1.0,0.1428571428571429,0.2500000000000001,0.015625
22,1.0,0.1428571428571429,0.2500000000000001,0.0
23,1.0,0.1428571428571429,0.2500000000000001,0.015625
24,1.0,0.1428571428571429,0.2500000000000001,0.015625
25,1.0,0.1428571428571429,0.2500000000000001,0.0
26,1.0,0.1428571428571429,0.2500000000000001,0.015625
27,1.0,0.1428571428571429,0.2500000000000001,0.015625
28,1.0,0.1428571428571429,0.2500000000000001,0.0
29,1.0,0.1428571428571429,0.2500000000000001,0.015625
30,1.0,0.1428571428571429,0.2500000000000001,0.0
31,1.0,0.1428571428571429,0.2500000000000001,0.015625
32,1.0,0.1428571428571429,0.2500000000000001,0.015625
33,1.0,0.1428571428571429,0.2500000000000001,0.0
34,1.0,0.1428571428571429,0.2500000000000001,0.015625
35,1.0,0.1428571428571429,0.2500000000000001,0.015625
36,1.0,0.1428571428571429,0.2500000000000001,0.0
37,1.0,0.1428571428571429,0.2500000000000001,0.015625
38,1.0,0.1428571428571429,0.2500000000000001,0.015625
39,1.0,0.1428571428571429,0.2500000000000001,0.0
40,1.0,0.1428571428571429,0.2500000000000001,0.015625
41,1.0,0.1428571428571429,0.2500000000000001,0.0
42,1.0,0.1428571428571429,0.2500000000000001,0.015625
43,1.0,0.1428571428571429,0.2500000000000001,0.0
44,1.0,0.1428571428571429,0.2500000000000001,0.015625
45,1.0,0.1428571428571429,0.2500000000000001,0.0
46,1.0,0.1428571428571429,0.2500000000000001,0.015625
47,1.0,0.1428571428571429,0.2500000000000001,0.015625
48,1.0,0.1428571428571429,0.2500000000000001,0.0
49,1.0,0.1428571428571429,0.2500000000000001,0.015625
50,1.0,0.1428571428571429,0.2500000000000001,0.0
51,1.0,0.1428571428571429,0.2500000000000001,0.015625
52,1.0,0.1428571428571429,0.2500000000000001,0.015625
53,1.0,0.1428571428571429,0.2500000000000001,0.0
54,1.0,0.1428571428571429,0.2500000000000001,0.015625
55,1.0,0.1428571428571429,0.2500000000000001,0.0
56,1.0,0.1428571428571429,0.2500000000000001,0.015625
57,1.0,0.1428571428571429,0.2500000000000001,0.015625
58,1.0,0.1428571428571429,0.2500000000000001,0.0
59,1.0,0.1428571428571429,0.2500000000000001,0.015625
60,1.0,0.1428571428571429,0.2500000000000001,0.0
61,1.0,0.1428571428571429,0.2500000000000001,0.015625
62,1.0,0.1428571428571429,0.2500000000000001,0.015625
63,1.0,0.1428571428571429,0.2500000000000001,0.0
64,1.0,0.1428571428571429,0.2500000000000001,0.015625
65,1.0,0.1428571428571429,0.2500000000000001,0.0
66,1.0,0.1428571428571429,0.2500000000000001,0.015625
67,1.0,0.1428571428571429,0.2500000000000001,0.015625
68,1.0,0.1428571428571429,0.2500000000000001,0.015625
69,1.0,0.1428571428571429,0.2500000000000001,0.0
70,1.0,0.1428571428571429,0.2500000000000001,0.03125
71,1.0,0.1428571428571429,0.2500000000000001,0.0
72,1.0,0.1428571428571429,0.2500000000000001,0.015625
73,1.0,0.1428571428571429,0.2500000000000001,0.0
74,1.0,0.1428571428571429,0.2500000000000001,0.015625
75,1.0,0.1428571428571429,0.2500000000000001,0.0
76,1.0,0.1428571428571429,0.2500000000000001,0.015625
77,1.0,0.1428571428571429,0.2500000000000001,0.015625
78,1.0,0.1428571428571429,0.2500000000000001,0.0
79,1.0,0.1428571428571429,0.2500000000000001,0.015625
80,1.0,0.1428571428571429,0.2500000000000001,0.015625
81,1.0,0.1428571428571429,0.2500000000000001,0.0
82,1.0,0.1428571428571429,0.2500000000000001,0.046875
83,1.0,0.1428571428571429,0.2500000000000001,0.015625
84,1.0,0.1428571428571429,0.2500000000000001,0.015625
85,1.0,0.1428571428571429,0.2500000000000001,0.0
86,1.0,0.1428571428571429,0.2500000000000001,0.0
87,1.0,0.1428571428571429,0.2500000000000001,0.015625
88,1.0,0.1428571428571429,0.2500000000000001,0.015625
89,1.0,0.1428571428571429,0.2500000000000001,0.015625
90,1.0,0.1428571428571429,0.2500000000000001,0.0
91,1.0,0.1428571428571429,0.2500000000000001,0.015625
92,1.0,0.1428571428571429,0.2500000000000001,0.0
93,1.0,0.1428571428571429,0.2500000000000001,0.015625
94,1.0,0.1428571428571429,0.2500000000000001,0.0
95,1.0,0.1428571428571429,0.2500000000000001,0.015625
96,1.0,0.1428571428571429,0.2500000000000001,0.0
97,1.0,0.1428571428571429,0.2500000000000001,0.015625
98,1.0,0.1428571428571429,0.2500000000000001,0.0
99,1.0,0.1428571428571429,0.2500000000000001,0.015625
100,1.0,0.1428571428571429,0.2500000000000001,0.0
101,1.0,0.1428571428571429,0.2500000000000001,0.015625
102,1.0,0.1428571428571429,0.2500000000000001,0.015625
103,1.0,0.1428571428571429,0.2500000000000001,0.0
104,1.0,0.1428571428571429,0.2500000000000001,0.015625
105,1.0,0.1428571428571429,0.2500000000000001,0.0
106,1.0,0.1428571428571429,0.2500000000000001,0.015625
107,1.0,0.1428571428571429,0.2500000000000001,0.0
108,1.0,0.1428571428571429,0.2500000000000001,0.015625
109,1.0,0.1428571428571429,0.2500000000000001,0.015625
110,1.0,0.1428571428571429,0.2500000000000001,0.0
111,1.0,0.1428571428571429,0.2500000000000001,0.015625
112,1.0,0.1428571428571429,0.2500000000000001,0.015625
113,1.0,0.1428571428571429,0.2500000000000001,0.0
114,1.0,0.1428571428571429,0.2500000000000001,0.015625
115,1.0,0.1428571428571429,0.2500000000000001,0.0
