n°_evaluation,fitness,precision,f-measure,static_fitness,static_precision,static_f-measure
120,0.16666666666666663,0.75,0.27272727272727265,0.16666666666666663,0.75,0.27272727272727265
121,0.15094339622641506,0.75,0.25130890052356014,0.15094339622641506,0.75,0.25130890052356014
122,0.18181818181818177,0.4,0.24999999999999994,0.18181818181818177,0.4,0.24999999999999994
123,0.6153846153846154,0.75,0.676056338028169,0.6153846153846154,0.75,0.676056338028169
124,0.10869565217391308,0.0,0.0,0.10869565217391308,0.0,0.0
125,0.5,0.4,0.4444444444444445,0.5,0.4,0.4444444444444445
126,0.46153846153846156,0.25,0.32432432432432434,0.46153846153846156,0.25,0.32432432432432434
127,0.15217391304347827,0.33333333333333337,0.20895522388059704,0.15217391304347827,0.33333333333333337,0.20895522388059704
128,0.17391304347826086,0.75,0.2823529411764706,0.17391304347826086,0.75,0.2823529411764706
129,0.11627906976744184,0.25,0.15873015873015872,0.11627906976744184,0.25,0.15873015873015872
130,0.21739130434782605,0.25,0.2325581395348837,0.21739130434782605,0.25,0.2325581395348837
131,0.18918918918918914,0.5,0.2745098039215686,0.18918918918918914,0.5,0.2745098039215686
132,0.12727272727272732,0.25,0.16867469879518077,0.12727272727272732,0.25,0.16867469879518077
133,0.29166666666666663,0.4,0.3373493975903614,0.29166666666666663,0.4,0.3373493975903614
134,0.8888888888888888,0.75,0.8135593220338982,0.8888888888888888,0.75,0.8135593220338982
135,0.11111111111111116,0.4,0.17391304347826092,0.11111111111111116,0.4,0.17391304347826092
136,0.36363636363636365,0.4,0.380952380952381,0.36363636363636365,0.4,0.380952380952381
137,0.16279069767441856,0.5,0.24561403508771926,0.16279069767441856,0.5,0.24561403508771926
138,0.1311475409836066,0.4,0.1975308641975309,0.1311475409836066,0.4,0.1975308641975309
139,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
140,0.16279069767441856,0.4,0.2314049586776859,0.16279069767441856,0.4,0.2314049586776859
141,0.16279069767441856,0.25,0.19718309859154926,0.16279069767441856,0.25,0.19718309859154926
142,0.16279069767441856,0.4,0.2314049586776859,0.16279069767441856,0.4,0.2314049586776859
143,0.19999999999999996,0.4,0.26666666666666666,0.19999999999999996,0.4,0.26666666666666666
144,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333
145,0.16279069767441856,0.5,0.24561403508771926,0.16279069767441856,0.5,0.24561403508771926
146,0.14893617021276595,0.4,0.21705426356589147,0.14893617021276595,0.4,0.21705426356589147
147,0.15909090909090906,0.5,0.24137931034482754,0.15909090909090906,0.5,0.24137931034482754
148,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
149,0.31818181818181823,0.4,0.35443037974683544,0.31818181818181823,0.4,0.35443037974683544
150,0.1311475409836066,0.4,0.1975308641975309,0.1311475409836066,0.4,0.1975308641975309
151,0.15909090909090906,0.5,0.24137931034482754,0.15909090909090906,0.5,0.24137931034482754
152,0.11904761904761907,0.25,0.16129032258064518,0.11904761904761907,0.25,0.16129032258064518
153,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
154,0.11627906976744184,0.25,0.15873015873015872,0.11627906976744184,0.25,0.15873015873015872
155,0.1333333333333333,0.25,0.17391304347826084,0.1333333333333333,0.25,0.17391304347826084
156,0.07936507936507942,0.25,0.12048192771084343,0.07936507936507942,0.25,0.12048192771084343
157,0.15094339622641506,0.25,0.18823529411764703,0.15094339622641506,0.25,0.18823529411764703
158,0.09523809523809523,0.25,0.13793103448275862,0.09523809523809523,0.25,0.13793103448275862
159,0.4375,0.5,0.4666666666666667,0.4375,0.5,0.4666666666666667
160,0.5384615384615384,0.25,0.3414634146341463,0.5384615384615384,0.25,0.3414634146341463
161,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
162,0.09302325581395354,0.25,0.1355932203389831,0.09302325581395354,0.25,0.1355932203389831
163,0.41666666666666663,0.5,0.45454545454545453,0.41666666666666663,0.5,0.45454545454545453
164,0.18918918918918914,0.5714285714285714,0.28426395939086285,0.18918918918918914,0.5714285714285714,0.28426395939086285
165,0.10416666666666663,0.25,0.14705882352941171,0.10416666666666663,0.25,0.14705882352941171
166,0.14,0.5,0.21875000000000003,0.14,0.5,0.21875000000000003
167,0.12727272727272732,0.4,0.19310344827586212,0.12727272727272732,0.4,0.19310344827586212
168,0.15555555555555556,0.4,0.224,0.15555555555555556,0.4,0.224
169,0.4666666666666667,0.4,0.4307692307692308,0.4666666666666667,0.4,0.4307692307692308
170,0.21212121212121215,0.5714285714285714,0.3093922651933702,0.21212121212121215,0.5714285714285714,0.3093922651933702
171,0.25,0.5714285714285714,0.34782608695652173,0.25,0.5714285714285714,0.34782608695652173
172,0.10606060606060608,0.33333333333333337,0.16091954022988508,0.10606060606060608,0.33333333333333337,0.16091954022988508
173,0.1842105263157895,0.5,0.2692307692307693,0.1842105263157895,0.5,0.2692307692307693
174,0.14893617021276595,0.4,0.21705426356589147,0.14893617021276595,0.4,0.21705426356589147
175,0.1351351351351351,0.4,0.20202020202020196,0.1351351351351351,0.4,0.20202020202020196
176,0.16279069767441856,0.5,0.24561403508771926,0.16279069767441856,0.5,0.24561403508771926
177,0.368421052631579,0.5,0.42424242424242425,0.368421052631579,0.5,0.42424242424242425
178,0.09523809523809523,0.4,0.15384615384615385,0.09523809523809523,0.4,0.15384615384615385
179,0.09259259259259256,0.4,0.15037593984962402,0.09259259259259256,0.4,0.15037593984962402
180,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
181,0.15909090909090906,0.7142857142857143,0.2602230483271375,0.15909090909090906,0.7142857142857143,0.2602230483271375
182,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
183,0.21739130434782605,0.25,0.2325581395348837,0.21739130434782605,0.25,0.2325581395348837
184,0.14,0.5,0.21875000000000003,0.14,0.5,0.21875000000000003
185,0.13725490196078427,0.4,0.20437956204379557,0.13725490196078427,0.4,0.20437956204379557
186,0.16279069767441856,0.4,0.2314049586776859,0.16279069767441856,0.4,0.2314049586776859
187,0.5,0.5,0.5,0.5,0.5,0.5
188,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
189,0.11904761904761907,0.4,0.18348623853211013,0.11904761904761907,0.4,0.18348623853211013
190,0.09999999999999998,0.25,0.14285714285714282,0.09999999999999998,0.25,0.14285714285714282
191,0.13725490196078427,0.4,0.20437956204379557,0.13725490196078427,0.4,0.20437956204379557
192,0.15909090909090906,0.5714285714285714,0.24888888888888885,0.15909090909090906,0.5714285714285714,0.24888888888888885
193,0.17500000000000004,0.5,0.2592592592592593,0.17500000000000004,0.5,0.2592592592592593
194,0.368421052631579,0.4,0.3835616438356165,0.368421052631579,0.4,0.3835616438356165
195,0.12727272727272732,0.5714285714285714,0.2081784386617101,0.12727272727272732,0.5714285714285714,0.2081784386617101
196,0.368421052631579,0.7142857142857143,0.4861111111111112,0.368421052631579,0.7142857142857143,0.4861111111111112
197,0.1428571428571429,0.5,0.2222222222222223,0.1428571428571429,0.5,0.2222222222222223
198,0.15217391304347827,0.4,0.22047244094488191,0.15217391304347827,0.4,0.22047244094488191
199,0.15909090909090906,0.5714285714285714,0.24888888888888885,0.15909090909090906,0.5714285714285714,0.24888888888888885
200,0.16666666666666663,0.5,0.24999999999999994,0.16666666666666663,0.5,0.24999999999999994
201,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
202,0.3571428571428571,0.4,0.3773584905660377,0.3571428571428571,0.4,0.3773584905660377
203,0.14893617021276595,0.5714285714285714,0.23628691983122363,0.14893617021276595,0.5714285714285714,0.23628691983122363
204,0.1063829787234043,0.4,0.16806722689075637,0.1063829787234043,0.4,0.16806722689075637
205,0.1063829787234043,0.4,0.16806722689075637,0.1063829787234043,0.4,0.16806722689075637
206,0.14893617021276595,0.5,0.22950819672131148,0.14893617021276595,0.5,0.22950819672131148
207,0.14893617021276595,0.5,0.22950819672131148,0.14893617021276595,0.5,0.22950819672131148
