n°_evaluation,fitness,precision,f-measure,time
52,0.23076923076923073,0.8333333333333334,0.36144578313253006,0.046875
53,0.21739130434782605,0.5,0.303030303030303,0.03125
54,0.26086956521739135,1.0,0.4137931034482759,0.046875
55,0.26086956521739135,1.0,0.4137931034482759,0.078125
56,0.26086956521739135,1.0,0.4137931034482759,0.03125
57,0.21739130434782605,0.5,0.303030303030303,0.046875
58,0.2068965517241379,0.8333333333333334,0.33149171270718225,0.0625
59,0.19999999999999996,0.5,0.28571428571428564,0.03125
60,0.17543859649122806,0.5,0.2597402597402597,0.09375
61,0.25,0.6666666666666667,0.36363636363636365,0.046875
62,0.17543859649122806,0.5,0.2597402597402597,0.046875
63,0.48,1.0,0.6486486486486487,0.015625
64,0.17142857142857137,0.8333333333333334,0.28436018957345965,0.09375
65,0.1470588235294118,0.0,0.0,0.09375
66,0.26086956521739135,1.0,0.4137931034482759,0.046875
67,0.26086956521739135,1.0,0.4137931034482759,0.046875
68,0.26086956521739135,0.8333333333333334,0.39735099337748353,0.03125
69,0.21739130434782605,0.5,0.303030303030303,0.046875
70,0.6153846153846154,0.5,0.5517241379310345,0.0
71,0.3076923076923077,1.0,0.47058823529411764,0.03125
72,0.2777777777777778,0.5,0.35714285714285715,0.0625
73,0.5,0.5,0.5,0.015625
74,0.17391304347826086,0.5,0.25806451612903225,0.0625
75,0.2857142857142857,1.0,0.4444444444444445,0.046875
76,0.19999999999999996,0.5,0.28571428571428564,0.03125
77,0.29268292682926833,1.0,0.45283018867924535,0.046875
78,0.23076923076923073,1.0,0.3749999999999999,0.078125
79,0.26086956521739135,1.0,0.4137931034482759,0.046875
80,0.26086956521739135,1.0,0.4137931034482759,0.03125
81,0.21052631578947367,0.5,0.2962962962962963,0.0625
82,0.26086956521739135,1.0,0.4137931034482759,0.03125
83,0.26086956521739135,1.0,0.4137931034482759,0.078125
84,0.24,0.8333333333333334,0.3726708074534162,0.046875
85,0.26086956521739135,0.8333333333333334,0.39735099337748353,0.046875
86,0.26086956521739135,0.8,0.3934426229508197,0.03125
87,0.16326530612244894,0.5,0.2461538461538461,0.046875
88,0.2222222222222222,1.0,0.3636363636363636,0.078125
89,0.23076923076923073,0.8333333333333334,0.36144578313253006,0.046875
90,0.21739130434782605,0.0,0.0,0.046875
91,0.26086956521739135,1.0,0.4137931034482759,0.03125
92,0.9230769230769231,1.0,0.9600000000000001,0.015625
93,0.7692307692307692,0.5,0.6060606060606061,0.0
94,0.7692307692307692,0.5,0.6060606060606061,0.015625
95,0.7058823529411764,0.6666666666666667,0.6857142857142857,0.0
96,0.7692307692307692,0.5,0.6060606060606061,0.015625
97,0.8,1.0,0.888888888888889,0.0
98,0.24,0.8333333333333334,0.3726708074534162,0.046875
99,0.15000000000000002,0.6666666666666667,0.2448979591836735,0.140625
100,0.4285714285714286,1.0,0.6,0.015625
101,0.3157894736842105,1.0,0.4799999999999999,0.03125
102,0.42105263157894735,0.6666666666666667,0.5161290322580646,0.015625
103,0.21739130434782605,0.5,0.303030303030303,0.03125
104,0.25,0.5,0.3333333333333333,0.046875
105,0.26086956521739135,0.6666666666666667,0.37500000000000006,0.0625
106,0.2666666666666667,0.0,0.0,0.015625
107,0.18461538461538463,1.0,0.3116883116883117,0.0625
108,0.25806451612903225,0.5,0.3404255319148936,0.03125
109,0.26086956521739135,0.6666666666666667,0.37500000000000006,0.03125
110,0.20408163265306123,0.5,0.2898550724637681,0.046875
111,0.11428571428571432,0.6666666666666667,0.19512195121951226,0.109375
112,0.2033898305084746,1.0,0.33802816901408456,0.0625
113,0.23076923076923073,1.0,0.3749999999999999,0.0625
114,0.21052631578947367,0.6666666666666667,0.32,0.046875
115,0.26086956521739135,0.6666666666666667,0.37500000000000006,0.078125
116,0.2222222222222222,0.5,0.30769230769230765,0.03125
117,0.21739130434782605,0.5,0.303030303030303,0.046875
118,0.21276595744680848,0.5,0.29850746268656714,0.03125
119,0.21739130434782605,0.5,0.303030303030303,0.03125
120,0.20408163265306123,0.5,0.2898550724637681,0.046875
121,0.23076923076923073,1.0,0.3749999999999999,0.078125
122,0.21052631578947367,1.0,0.34782608695652173,0.0625
123,0.25,0.6666666666666667,0.36363636363636365,0.046875
124,0.7058823529411764,1.0,0.8275862068965517,0.0
125,0.16000000000000003,0.0,0.0,0.046875
126,0.5555555555555556,0.5,0.5263157894736842,0.015625
127,0.5882352941176471,0.5,0.5405405405405405,0.0
128,0.19999999999999996,0.0,0.0,0.046875
129,0.24,1.0,0.3870967741935484,0.078125
130,0.17021276595744683,0.5,0.253968253968254,0.046875
131,0.2962962962962963,0.5,0.37209302325581395,0.015625
132,0.24390243902439024,0.5,0.32786885245901637,0.03125
133,0.1694915254237288,0.5,0.25316455696202533,0.0625
134,0.3571428571428571,0.5,0.41666666666666663,0.015625
135,0.9230769230769231,1.0,0.9600000000000001,0.0
136,0.16326530612244894,0.6666666666666667,0.2622950819672131,0.046875
137,0.46153846153846156,0.6666666666666667,0.5454545454545456,0.015625
138,0.21276595744680848,0.5,0.29850746268656714,0.078125
139,0.18461538461538463,0.6666666666666667,0.28915662650602414,0.0625
140,0.20833333333333337,0.5,0.29411764705882354,0.046875
141,0.21276595744680848,0.5,0.29850746268656714,0.03125
142,0.21276595744680848,0.5,0.29850746268656714,0.046875
143,0.21276595744680848,0.5,0.29850746268656714,0.03125
144,0.2564102564102564,0.5,0.3389830508474576,0.0625
145,0.3125,0.5,0.38461538461538464,0.03125
146,0.21276595744680848,0.5,0.29850746268656714,0.03125
147,0.196078431372549,0.5,0.2816901408450704,0.046875
148,0.20833333333333337,0.5,0.29411764705882354,0.046875
149,0.20833333333333337,0.5,0.29411764705882354,0.03125
150,0.3846153846153846,0.5,0.43478260869565216,0.015625
151,0.18461538461538463,0.6666666666666667,0.28915662650602414,0.109375
152,0.20833333333333337,0.5,0.29411764705882354,0.046875
153,0.17391304347826086,0.5,0.25806451612903225,0.03125
154,0.20833333333333337,0.5,0.29411764705882354,0.046875
155,0.17021276595744683,0.5,0.253968253968254,0.046875
156,0.20408163265306123,0.5,0.2898550724637681,0.03125
157,0.11940298507462688,0.5,0.1927710843373494,0.109375
158,0.21052631578947367,0.5,0.2962962962962963,0.0625
159,0.13043478260869568,0.5,0.20689655172413796,0.03125
160,0.5,0.5,0.5,0.015625
