n°_evaluation,fitness,precision,f-measure,static_fitness,static_precision,static_f-measure
0,1.0,0.5454545454545454,0.7058823529411764,1.0,0.5454545454545454,0.7058823529411764
1,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
2,0.16000000000000003,0.5454545454545454,0.24742268041237114,0.16000000000000003,0.5454545454545454,0.24742268041237114
3,0.125,0.4545454545454546,0.19607843137254902,0.125,0.4545454545454546,0.19607843137254902
4,0.16000000000000003,0.5454545454545454,0.24742268041237114,0.16000000000000003,0.5454545454545454,0.24742268041237114
5,0.16000000000000003,0.25,0.19512195121951223,0.16000000000000003,0.25,0.19512195121951223
6,0.18181818181818177,0.25,0.21052631578947364,0.18181818181818177,0.25,0.21052631578947364
7,0.17391304347826086,0.25,0.20512820512820512,0.17391304347826086,0.25,0.20512820512820512
8,0.17391304347826086,0.25,0.20512820512820512,0.17391304347826086,0.25,0.20512820512820512
9,0.17391304347826086,0.4545454545454546,0.25157232704402516,0.17391304347826086,0.4545454545454546,0.25157232704402516
10,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,0.0
11,1.0,0.5454545454545454,0.7058823529411764,1.0,0.5454545454545454,0.7058823529411764
12,0.19047619047619047,0.0,0.0,0.19047619047619047,0.0,0.0
13,0.4444444444444444,0.5454545454545454,0.4897959183673469,0.4444444444444444,0.5454545454545454,0.4897959183673469
14,0.14,0.33333333333333337,0.1971830985915493,0.14,0.33333333333333337,0.1971830985915493
15,0.15094339622641506,0.4545454545454546,0.22662889518413593,0.15094339622641506,0.4545454545454546,0.22662889518413593
16,0.16666666666666663,0.25,0.19999999999999998,0.16666666666666663,0.25,0.19999999999999998
17,0.19047619047619047,0.4,0.25806451612903225,0.19047619047619047,0.4,0.25806451612903225
18,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
19,0.19047619047619047,0.4545454545454546,0.2684563758389262,0.19047619047619047,0.4545454545454546,0.2684563758389262
20,0.27586206896551724,0.5454545454545454,0.36641221374045796,0.27586206896551724,0.5454545454545454,0.36641221374045796
21,0.17391304347826086,0.5454545454545454,0.26373626373626374,0.17391304347826086,0.5454545454545454,0.26373626373626374
22,0.14035087719298245,0.4545454545454546,0.21447721179624663,0.14035087719298245,0.4545454545454546,0.21447721179624663
23,0.18181818181818177,0.25,0.21052631578947364,0.18181818181818177,0.25,0.21052631578947364
24,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
25,0.11428571428571432,0.4,0.17777777777777784,0.11428571428571432,0.4,0.17777777777777784
26,0.3076923076923077,0.5454545454545454,0.3934426229508197,0.3076923076923077,0.5454545454545454,0.3934426229508197
27,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
28,0.8888888888888888,0.5454545454545454,0.676056338028169,0.8888888888888888,0.5454545454545454,0.676056338028169
29,0.16000000000000003,0.5454545454545454,0.24742268041237114,0.16000000000000003,0.5454545454545454,0.24742268041237114
30,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
31,0.17391304347826086,0.5454545454545454,0.26373626373626374,0.17391304347826086,0.5454545454545454,0.26373626373626374
32,0.17391304347826086,0.4545454545454546,0.25157232704402516,0.17391304347826086,0.4545454545454546,0.25157232704402516
33,0.12244897959183676,0.25,0.16438356164383564,0.12244897959183676,0.25,0.16438356164383564
34,0.16666666666666663,0.5454545454545454,0.2553191489361702,0.16666666666666663,0.5454545454545454,0.2553191489361702
35,0.125,0.4545454545454546,0.19607843137254902,0.125,0.4545454545454546,0.19607843137254902
36,0.125,0.4545454545454546,0.19607843137254902,0.125,0.4545454545454546,0.19607843137254902
37,0.13559322033898302,0.4545454545454546,0.20887728459530022,0.13559322033898302,0.4545454545454546,0.20887728459530022
38,0.1311475409836066,0.25,0.1720430107526882,0.1311475409836066,0.25,0.1720430107526882
39,0.16666666666666663,0.5454545454545454,0.2553191489361702,0.16666666666666663,0.5454545454545454,0.2553191489361702
40,0.16666666666666663,0.5454545454545454,0.2553191489361702,0.16666666666666663,0.5454545454545454,0.2553191489361702
41,0.1454545454545455,0.4545454545454546,0.22038567493112954,0.1454545454545455,0.4545454545454546,0.22038567493112954
42,0.18181818181818177,0.4545454545454546,0.2597402597402597,0.18181818181818177,0.4545454545454546,0.2597402597402597
43,0.19047619047619047,0.4545454545454546,0.2684563758389262,0.19047619047619047,0.4545454545454546,0.2684563758389262
44,0.5714285714285714,0.5454545454545454,0.5581395348837208,0.5714285714285714,0.5454545454545454,0.5581395348837208
45,0.38095238095238093,0.4545454545454546,0.41450777202072536,0.38095238095238093,0.4545454545454546,0.41450777202072536
46,0.25806451612903225,0.5454545454545454,0.3503649635036496,0.25806451612903225,0.5454545454545454,0.3503649635036496
47,0.3076923076923077,0.4545454545454546,0.3669724770642202,0.3076923076923077,0.4545454545454546,0.3669724770642202
48,0.36363636363636365,0.5454545454545454,0.43636363636363634,0.36363636363636365,0.5454545454545454,0.43636363636363634
49,0.1568627450980392,0.4545454545454546,0.23323615160349853,0.1568627450980392,0.4545454545454546,0.23323615160349853
50,0.16666666666666663,0.4545454545454546,0.2439024390243902,0.16666666666666663,0.4545454545454546,0.2439024390243902
51,0.16666666666666663,0.4545454545454546,0.2439024390243902,0.16666666666666663,0.4545454545454546,0.2439024390243902
52,0.16666666666666663,0.33333333333333337,0.2222222222222222,0.16666666666666663,0.33333333333333337,0.2222222222222222
53,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
54,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
55,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
56,0.16666666666666663,0.5,0.24999999999999994,0.16666666666666663,0.5,0.24999999999999994
57,0.14814814814814814,0.4545454545454546,0.22346368715083798,0.14814814814814814,0.4545454545454546,0.22346368715083798
58,0.15217391304347827,0.25,0.1891891891891892,0.15217391304347827,0.25,0.1891891891891892
59,0.13207547169811318,0.4,0.1985815602836879,0.13207547169811318,0.4,0.1985815602836879
60,0.18181818181818177,0.4,0.24999999999999994,0.18181818181818177,0.4,0.24999999999999994
61,0.13207547169811318,0.5,0.20895522388059698,0.13207547169811318,0.5,0.20895522388059698
62,0.38095238095238093,0.5454545454545454,0.4485981308411215,0.38095238095238093,0.5454545454545454,0.4485981308411215
63,0.12121212121212122,0.4545454545454546,0.19138755980861247,0.12121212121212122,0.4545454545454546,0.19138755980861247
64,0.125,0.0,0.0,0.125,0.0,0.0
65,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
66,0.19047619047619047,0.5454545454545454,0.2823529411764706,0.19047619047619047,0.5454545454545454,0.2823529411764706
67,0.19047619047619047,0.4545454545454546,0.2684563758389262,0.19047619047619047,0.4545454545454546,0.2684563758389262
68,0.16666666666666663,0.5,0.24999999999999994,0.16666666666666663,0.5,0.24999999999999994
69,0.6666666666666667,0.4444444444444444,0.5333333333333333,0.6666666666666667,0.4444444444444444,0.5333333333333333
70,0.22857142857142854,0.5454545454545454,0.3221476510067114,0.22857142857142854,0.5454545454545454,0.3221476510067114
71,0.21875,0.5,0.30434782608695654,0.21875,0.5,0.30434782608695654
72,0.4,0.25,0.3076923076923077,0.4,0.25,0.3076923076923077
73,0.12307692307692308,0.25,0.16494845360824742,0.12307692307692308,0.25,0.16494845360824742
